Id,ActivityDay,TotalSteps,TotalDistance,Calories,StepTotal,TotalTimeInBed
4558609924,05-09-16,11451,7.570000172,2223,11451,
4558609924,05-10-16,6435,4.25,1889,6435,
4558609924,05-11-16,9108,6.019999981,2131,9108,
4558609924,05-12-16,6307,4.170000076,1452,6307,
4702921684,04-12-16,7213,5.880000114,2947,7213,
4702921684,4/13/2016,6877,5.579999924,2898,6877,
4702921684,4/14/2016,7860,6.369999886,2984,7860,
4702921684,4/15/2016,6506,5.28000021,2896,6506,
4702921684,4/16/2016,11140,9.029999733,3328,11140,
4702921684,4/17/2016,12692,10.28999996,3394,12692,
4702921684,4/18/2016,9105,7.380000114,3013,9105,
4702921684,4/19/2016,6708,5.440000057,2812,6708,
4702921684,4/20/2016,8793,7.130000114,3061,8793,
4702921684,4/21/2016,6530,5.300000191,2729,6530,
4702921684,4/22/2016,1664,1.350000024,2241,1664,
4702921684,4/23/2016,15126,12.27000046,3691,15126,
4702921684,4/24/2016,15050,12.22000027,3538,15050,
4702921684,4/25/2016,9167,7.429999828,3064,9167,
4702921684,4/26/2016,6108,4.949999809,2784,6108,
4702921684,4/27/2016,7047,5.71999979,2908,7047,
4702921684,4/28/2016,9023,7.320000172,3033,9023,
4702921684,4/29/2016,9930,8.050000191,3165,9930,
4702921684,4/30/2016,10144,8.229999542,3115,10144,
4702921684,05-01-16,0,0,2017,0,
4702921684,05-02-16,7245,5.920000076,2859,7245,
4702921684,05-03-16,9454,7.670000076,3145,9454,
4702921684,05-04-16,8161,6.619999886,3004,8161,
4702921684,05-05-16,8614,6.989999771,3006,8614,
4702921684,05-06-16,6943,5.630000114,2859,6943,
4702921684,05-07-16,14370,11.64999962,3683,14370,
4702921684,05-08-16,12857,10.43000031,3287,12857,
4702921684,05-09-16,8232,6.679999828,2990,8232,
4702921684,05-10-16,10613,8.609999657,3172,10613,
4702921684,05-11-16,9810,7.960000038,3069,9810,
4702921684,05-12-16,2752,2.230000019,1240,2752,
5553957443,04-12-16,11596,7.570000172,2026,11596,
5553957443,4/13/2016,4832,3.160000086,1718,4832,
5553957443,4/14/2016,17022,11.11999989,2324,17022,
5553957443,4/15/2016,16556,10.85999966,2254,16556,
5553957443,4/16/2016,5771,3.769999981,1831,5771,
5553957443,4/17/2016,655,0.430000007,1397,655,
5553957443,4/18/2016,3727,2.430000067,1683,3727,
5553957443,4/19/2016,15482,10.10999966,2284,15482,
5553957443,4/20/2016,2713,1.769999981,1570,2713,
5553957443,4/21/2016,12346,8.06000042,2066,12346,
5553957443,4/22/2016,11682,7.630000114,2105,11682,
5553957443,4/23/2016,4112,2.690000057,1776,4112,
5553957443,4/24/2016,1807,1.179999948,1507,1807,
5553957443,4/25/2016,10946,7.190000057,2033,10946,
5553957443,4/26/2016,11886,7.760000229,2093,11886,
5553957443,4/27/2016,10538,6.880000114,1922,10538,
5553957443,4/28/2016,11393,7.630000114,1999,11393,
5553957443,4/29/2016,12764,8.329999924,2169,12764,
5553957443,4/30/2016,1202,0.779999971,1463,1202,
5553957443,05-01-16,5164,3.369999886,1747,5164,
5553957443,05-02-16,9769,6.380000114,1996,9769,
5553957443,05-03-16,12848,8.390000343,2116,12848,
5553957443,05-04-16,4249,2.769999981,1698,4249,
5553957443,05-05-16,14331,9.510000229,2156,14331,
5553957443,05-06-16,9632,6.289999962,1916,9632,
5553957443,05-07-16,1868,1.220000029,1494,1868,
5553957443,05-08-16,6083,4,1762,6083,
5553957443,05-09-16,11611,7.579999924,2272,11611,
5553957443,05-10-16,16358,10.71000004,2335,16358,
5553957443,05-11-16,4926,3.220000029,1693,4926,
5553957443,05-12-16,3121,2.039999962,741,3121,
5577150313,04-12-16,8135,6.079999924,3405,8135,
5577150313,4/13/2016,5077,3.789999962,2551,5077,
5577150313,4/14/2016,8596,6.420000076,4022,8596,
5577150313,4/15/2016,12087,9.079999924,4005,12087,
5577150313,4/16/2016,14269,10.65999985,4274,14269,
5577150313,4/17/2016,12231,9.140000343,4552,12231,
5577150313,4/18/2016,9893,7.389999866,3625,9893,
5577150313,4/19/2016,12574,9.420000076,3501,12574,
5577150313,4/20/2016,8330,6.21999979,3192,8330,
5577150313,4/21/2016,10830,8.090000153,4018,10830,
5577150313,4/22/2016,9172,6.849999905,3329,9172,
5577150313,4/23/2016,7638,5.710000038,3152,7638,
5577150313,4/24/2016,15764,11.77999973,4392,15764,
5577150313,4/25/2016,6393,4.78000021,3374,6393,
5577150313,4/26/2016,5325,3.980000019,3088,5325,
5577150313,4/27/2016,6805,5.139999866,3294,6805,
5577150313,4/28/2016,9841,7.429999828,3580,9841,
5577150313,4/29/2016,7924,5.920000076,3544,7924,
5577150313,4/30/2016,12363,9.239999771,4501,12363,
5577150313,05-01-16,13368,9.989999771,4546,13368,
5577150313,05-02-16,7439,5.559999943,3014,7439,
5577150313,05-03-16,11045,8.25,3795,11045,
5577150313,05-04-16,5206,3.890000105,2755,5206,
5577150313,05-05-16,7550,5.639999866,3004,7550,
5577150313,05-06-16,4950,3.700000048,2643,4950,
5577150313,05-07-16,0,0,1819,0,
5577150313,05-08-16,0,0,1819,0,
5577150313,05-09-16,3421,2.559999943,2489,3421,
5577150313,05-10-16,8869,6.650000095,3841,8869,
5577150313,05-11-16,4038,3.039999962,1665,4038,
6117666160,04-12-16,0,0,1496,0,
6117666160,4/13/2016,0,0,1496,0,
6117666160,4/14/2016,0,0,1496,0,
6117666160,4/15/2016,14019,10.59000015,2865,14019,
6117666160,4/16/2016,14450,10.90999985,2828,14450,
6117666160,4/17/2016,7150,5.400000095,2225,7150,
6117666160,4/18/2016,5153,3.910000086,2018,5153,
6117666160,4/19/2016,11135,8.409999847,2606,11135,
6117666160,4/20/2016,10449,8.020000458,2536,10449,
6117666160,4/21/2016,19542,15.01000023,4900,19542,
6117666160,4/22/2016,8206,6.199999809,2409,8206,
6117666160,4/23/2016,11495,8.680000305,2651,11495,
6117666160,4/24/2016,7623,5.760000229,2305,7623,
6117666160,4/25/2016,0,0,1497,0,
6117666160,4/26/2016,9543,7.210000038,2450,9543,
6117666160,4/27/2016,9411,7.110000134,2576,9411,
6117666160,4/28/2016,3403,2.599999905,1879,3403,
6117666160,4/29/2016,9592,7.239999771,2560,9592,
6117666160,4/30/2016,6987,5.28000021,2275,6987,
6117666160,05-01-16,8915,6.730000019,2361,8915,
6117666160,05-02-16,4933,3.730000019,2044,4933,
6117666160,05-03-16,0,0,1496,0,
6117666160,05-04-16,2997,2.25999999,1902,2997,
6117666160,05-05-16,9799,7.400000095,2636,9799,
6117666160,05-06-16,3365,2.680000067,1838,3365,
6117666160,05-07-16,7336,5.539999962,2469,7336,
6117666160,05-08-16,7328,5.53000021,2250,7328,
6117666160,05-09-16,4477,3.380000114,1248,4477,
6290855005,04-12-16,4562,3.450000048,2560,4562,
6290855005,4/13/2016,7142,5.400000095,2905,7142,
6290855005,4/14/2016,7671,5.800000191,2952,7671,
6290855005,4/15/2016,9501,7.179999828,2896,9501,
6290855005,4/16/2016,8301,6.28000021,2783,8301,
6290855005,4/17/2016,7851,5.940000057,3171,7851,
6290855005,4/18/2016,6885,5.210000038,2766,6885,
6290855005,4/19/2016,7142,5.400000095,2839,7142,
6290855005,4/20/2016,6361,4.809999943,2701,6361,
6290855005,4/21/2016,0,0,2060,0,
6290855005,4/22/2016,6238,4.71999979,2796,6238,
6290855005,4/23/2016,0,0,2664,0,
6290855005,4/24/2016,5896,4.460000038,2703,5896,
6290855005,4/25/2016,7802,5.900000095,2771,7802,
6290855005,4/26/2016,0,0,2060,0,
6290855005,4/27/2016,5565,4.210000038,2743,5565,
6290855005,4/28/2016,5731,4.329999924,2687,5731,
6290855005,4/29/2016,0,0,2060,0,
6290855005,4/30/2016,6744,5.099999905,2843,6744,
6290855005,05-01-16,9837,7.440000057,3327,9837,
6290855005,05-02-16,6781,5.130000114,2725,6781,
6290855005,05-03-16,6047,4.570000172,2671,6047,
6290855005,05-04-16,5832,4.409999847,2718,5832,
6290855005,05-05-16,6339,4.789999962,2682,6339,
6290855005,05-06-16,6116,4.619999886,2806,6116,
6290855005,05-07-16,5510,4.170000076,2613,5510,
6290855005,05-08-16,7706,5.829999924,2712,7706,
6290855005,05-09-16,6277,4.75,2175,6277,
6290855005,05-10-16,0,0,0,0,
6775888955,04-12-16,0,0,1841,0,
6775888955,4/13/2016,4053,2.910000086,2400,4053,
6775888955,4/14/2016,5162,3.700000048,2507,5162,
6775888955,4/15/2016,1282,0.920000017,2127,1282,
6775888955,4/16/2016,4732,3.390000105,2225,4732,
6775888955,4/17/2016,2497,1.789999962,2067,2497,
6775888955,4/18/2016,8294,5.949999809,2798,8294,
6775888955,4/19/2016,0,0,1841,0,
6775888955,4/20/2016,10771,7.71999979,3727,10771,
6775888955,4/21/2016,0,0,1841,0,
6775888955,4/22/2016,637,0.460000008,1922,637,
6775888955,4/23/2016,0,0,1841,0,
6775888955,4/24/2016,2153,1.539999962,2053,2153,
6775888955,4/25/2016,6474,4.639999866,2484,6474,
6775888955,4/26/2016,7091,5.269999981,2584,7091,
6775888955,4/27/2016,0,0,1841,0,
6775888955,4/28/2016,703,0.5,1993,703,
6775888955,4/29/2016,0,0,1841,0,
6775888955,4/30/2016,2503,1.789999962,2280,2503,
6775888955,05-01-16,2487,1.779999971,2319,2487,
6775888955,05-02-16,0,0,1841,0,
6775888955,05-03-16,9,0.01,1843,9,
6775888955,05-04-16,0,0,1841,0,
6775888955,05-05-16,0,0,1841,0,
6775888955,05-06-16,4697,3.369999886,2496,4697,
6775888955,05-07-16,1967,1.409999967,1032,1967,
6962181067,04-12-16,10199,6.739999771,1994,10199,
6962181067,4/13/2016,5652,3.74000001,1718,5652,
6962181067,4/14/2016,1551,1.029999971,1466,1551,
6962181067,4/15/2016,5563,3.680000067,1756,5563,
6962181067,4/16/2016,13217,8.739999771,2173,13217,
6962181067,4/17/2016,10145,6.710000038,2027,10145,
6962181067,4/18/2016,11404,7.539999962,2039,11404,
6962181067,4/19/2016,10742,7.099999905,2046,10742,
6962181067,4/20/2016,13928,9.550000191,2174,13928,
6962181067,4/21/2016,11835,9.710000038,2179,11835,
6962181067,4/22/2016,10725,7.090000153,2086,10725,
6962181067,4/23/2016,20031,13.23999977,2571,20031,
6962181067,4/24/2016,5029,3.319999933,1705,5029,
6962181067,4/25/2016,13239,9.270000458,2194,13239,
6962181067,4/26/2016,10433,6.900000095,2012,10433,
6962181067,4/27/2016,10320,6.820000172,2034,10320,
6962181067,4/28/2016,12627,8.350000381,2182,12627,
6962181067,4/29/2016,10762,7.110000134,2254,10762,
6962181067,4/30/2016,10081,6.659999847,2002,10081,
6962181067,05-01-16,5454,3.609999895,1740,5454,
6962181067,05-02-16,12912,8.539999962,2162,12912,
6962181067,05-03-16,12109,8.119999886,2072,12109,
6962181067,05-04-16,10147,6.710000038,2086,10147,
6962181067,05-05-16,10524,6.960000038,2066,10524,
6962181067,05-06-16,5908,3.910000086,1850,5908,
6962181067,05-07-16,6815,4.5,1947,6815,
6962181067,05-08-16,4188,2.769999981,1659,4188,
6962181067,05-09-16,12342,8.720000267,2105,12342,
6962181067,05-10-16,15448,10.21000004,2361,15448,
6962181067,05-11-16,6722,4.440000057,1855,6722,
6962181067,05-12-16,3587,2.369999886,928,3587,
7007744171,04-12-16,14172,10.28999996,2937,14172,
7007744171,4/13/2016,12862,9.649999619,2742,12862,
7007744171,4/14/2016,11179,8.239999771,2668,11179,
7007744171,4/15/2016,5273,3.529999971,2098,5273,
7007744171,4/16/2016,4631,3.099999905,2076,4631,
7007744171,4/17/2016,8059,5.389999866,2383,8059,
7007744171,4/18/2016,14816,10.97999954,2832,14816,
7007744171,4/19/2016,14194,10.47999954,2812,14194,
7007744171,4/20/2016,15566,11.31000042,3096,15566,
7007744171,4/21/2016,13744,9.18999958,2763,13744,
7007744171,4/22/2016,15299,10.23999977,2889,15299,
7007744171,4/23/2016,8093,5.409999847,2284,8093,
7007744171,4/24/2016,11085,7.420000076,2667,11085,
7007744171,4/25/2016,18229,13.34000015,3055,18229,
7007744171,4/26/2016,15090,10.10000038,2939,15090,
7007744171,4/27/2016,13541,10.22000027,2830,13541,
7007744171,4/28/2016,15128,10.11999989,2836,15128,
7007744171,4/29/2016,20067,14.30000019,3180,20067,
7007744171,4/30/2016,3761,2.519999981,2051,3761,
7007744171,05-01-16,5600,3.75,2225,5600,
7007744171,05-02-16,13041,9.180000305,2642,13041,
7007744171,05-03-16,14510,10.86999989,2976,14510,
7007744171,05-04-16,0,0,1557,0,
7007744171,05-05-16,15010,11.10000038,2933,15010,
7007744171,05-06-16,11459,7.670000076,2553,11459,
7007744171,05-07-16,0,0,120,0,
7086361926,04-12-16,11317,8.409999847,2772,11317,
7086361926,4/13/2016,5813,3.619999886,2516,5813,
7086361926,4/14/2016,9123,6.119999886,2734,9123,
7086361926,4/15/2016,8585,5.670000076,2395,8585,
7086361926,4/16/2016,31,0.01,1635,31,
7086361926,4/17/2016,0,0,1629,0,
7086361926,4/18/2016,9827,6.710000038,2743,9827,
7086361926,4/19/2016,10688,7.289999962,2944,10688,
7086361926,4/20/2016,14365,10.64000034,2997,14365,
7086361926,4/21/2016,9469,6.179999828,2463,9469,
7086361926,4/22/2016,9753,6.53000021,2846,9753,
7086361926,4/23/2016,2817,1.809999943,1965,2817,
7086361926,4/24/2016,3520,2.160000086,2049,3520,
7086361926,4/25/2016,10091,6.820000172,2752,10091,
7086361926,4/26/2016,10387,7.070000172,2781,10387,
7086361926,4/27/2016,11107,8.340000153,2693,11107,
7086361926,4/28/2016,11584,7.800000191,2862,11584,
7086361926,4/29/2016,7881,4.949999809,2616,7881,
7086361926,4/30/2016,14560,9.409999847,2995,14560,
7086361926,05-01-16,12390,8.069999695,2730,12390,
7086361926,05-02-16,10052,6.809999943,2754,10052,
7086361926,05-03-16,10288,6.760000229,2754,10288,
7086361926,05-04-16,10988,8.31000042,2655,10988,
7086361926,05-05-16,8564,5.599999905,2386,8564,
7086361926,05-06-16,12461,8.380000114,2924,12461,
7086361926,05-07-16,12827,8.479999542,2739,12827,
7086361926,05-08-16,10677,7.099999905,2534,10677,
7086361926,05-09-16,13566,9.109999657,2960,13566,
7086361926,05-10-16,14433,10.78999996,2800,14433,
7086361926,05-11-16,9572,6.519999981,2735,9572,
7086361926,05-12-16,3789,2.559999943,1199,3789,
8053475328,04-12-16,18060,14.11999989,3186,18060,
8053475328,4/13/2016,16433,13.35000038,3140,16433,
8053475328,4/14/2016,20159,15.97000027,3411,20159,
8053475328,4/15/2016,20669,16.23999977,3410,20669,
8053475328,4/16/2016,14549,11.10999966,2867,14549,
8053475328,4/17/2016,18827,13.68999958,3213,18827,
8053475328,4/18/2016,17076,12.65999985,3133,17076,
8053475328,4/19/2016,15929,12.47999954,3114,15929,
8053475328,4/20/2016,15108,12.18999958,3043,15108,
8053475328,4/21/2016,16057,12.51000023,3103,16057,
8053475328,4/22/2016,10520,8.289999962,2655,10520,
8053475328,4/23/2016,22359,17.19000053,3554,22359,
8053475328,4/24/2016,22988,17.95000076,3577,22988,
8053475328,4/25/2016,20500,15.68999958,3403,20500,
8053475328,4/26/2016,12685,9.619999886,2846,12685,
8053475328,4/27/2016,12422,9.819999695,2852,12422,
8053475328,4/28/2016,15447,12.39999962,3062,15447,
8053475328,4/29/2016,12315,9.649999619,2794,12315,
8053475328,4/30/2016,7135,5.590000153,2408,7135,
8053475328,05-01-16,1170,0.850000024,1886,1170,
8053475328,05-02-16,1969,1.429999948,1988,1969,
8053475328,05-03-16,15484,11.89999962,3023,15484,
8053475328,05-04-16,14581,11.14999962,2918,14581,
8053475328,05-05-16,14990,11.51000023,2950,14990,
8053475328,05-06-16,13953,11,2859,13953,
8053475328,05-07-16,19769,15.67000008,3331,19769,
8053475328,05-08-16,22026,17.64999962,3589,22026,
8053475328,05-09-16,12465,9.380000114,2765,12465,
8053475328,05-10-16,14810,11.35999966,2926,14810,
8053475328,05-11-16,12209,9.399999619,2809,12209,
8053475328,05-12-16,4998,3.910000086,1505,4998,
8253242879,04-12-16,9033,7.159999847,2044,9033,
8253242879,4/13/2016,8053,6.099999905,1935,8053,
8253242879,4/14/2016,5234,3.460000038,1705,5234,
8253242879,4/15/2016,2672,1.769999981,1632,2672,
8253242879,4/16/2016,9256,6.139999866,1880,9256,
8253242879,4/17/2016,10204,7.909999847,2112,10204,
8253242879,4/18/2016,5151,3.480000019,1829,5151,
8253242879,4/19/2016,4212,2.779999971,1763,4212,
8253242879,4/20/2016,6466,4.269999981,1931,6466,
8253242879,4/21/2016,11268,8.56000042,2218,11268,
8253242879,4/22/2016,2824,1.870000005,1651,2824,
8253242879,4/23/2016,9282,6.260000229,2132,9282,
8253242879,4/24/2016,8905,7.130000114,1976,8905,
8253242879,4/25/2016,6829,4.510000229,1909,6829,
8253242879,4/26/2016,4562,3.039999962,1813,4562,
8253242879,4/27/2016,10232,8.180000305,2008,10232,
8253242879,4/28/2016,2718,1.799999952,1580,2718,
8253242879,4/29/2016,6260,4.260000229,1854,6260,
8253242879,4/30/2016,0,0,0,0,
8378563200,04-12-16,7626,6.050000191,3635,7626,
8378563200,4/13/2016,12386,9.819999695,4079,12386,
8378563200,4/14/2016,13318,10.56000042,4163,13318,
8378563200,4/15/2016,14461,11.47000027,3666,14461,
8378563200,4/16/2016,11207,8.890000343,3363,11207,
8378563200,4/17/2016,2132,1.690000057,2572,2132,
8378563200,4/18/2016,13630,10.81000042,4157,13630,
8378563200,4/19/2016,13070,10.35999966,4092,13070,
8378563200,4/20/2016,9388,7.440000057,3787,9388,
8378563200,4/21/2016,15148,12.01000023,4236,15148,
8378563200,4/22/2016,12200,9.670000076,4044,12200,
8378563200,4/23/2016,5709,4.53000021,2908,5709,
8378563200,4/24/2016,3703,2.940000057,2741,3703,
8378563200,4/25/2016,12405,9.840000153,4005,12405,
8378563200,4/26/2016,16208,12.85000038,3763,16208,
8378563200,4/27/2016,7359,5.840000153,3061,7359,
8378563200,4/28/2016,5417,4.300000191,2884,5417,
8378563200,4/29/2016,6175,4.900000095,2982,6175,
8378563200,4/30/2016,2946,2.339999914,2660,2946,
8378563200,05-01-16,11419,9.06000042,3369,11419,
8378563200,05-02-16,6064,4.809999943,3491,6064,
8378563200,05-03-16,8712,6.909999847,3784,8712,
8378563200,05-04-16,7875,6.239999771,3110,7875,
8378563200,05-05-16,8567,6.789999962,3783,8567,
8378563200,05-06-16,7045,5.590000153,3644,7045,
8378563200,05-07-16,4468,3.539999962,2799,4468,
8378563200,05-08-16,2943,2.329999924,2685,2943,
8378563200,05-09-16,8382,6.650000095,3721,8382,
8378563200,05-10-16,6582,5.21999979,3586,6582,
8378563200,05-11-16,9143,7.25,3788,9143,
8378563200,05-12-16,4561,3.619999886,1976,4561,
8583815059,04-12-16,5014,3.910000086,2650,5014,
8583815059,4/13/2016,5571,4.349999905,2654,5571,
8583815059,4/14/2016,3135,2.450000048,2443,3135,
8583815059,4/15/2016,3430,2.680000067,2505,3430,
8583815059,4/16/2016,5319,4.150000095,2693,5319,
8583815059,4/17/2016,3008,2.349999905,2439,3008,
8583815059,4/18/2016,3864,3.00999999,2536,3864,
8583815059,4/19/2016,5697,4.440000057,2668,5697,
8583815059,4/20/2016,5273,4.110000134,2647,5273,
8583815059,4/21/2016,8538,6.659999847,2883,8538,
8583815059,4/22/2016,8687,6.78000021,2944,8687,
8583815059,4/23/2016,9423,7.349999905,3012,9423,
8583815059,4/24/2016,8286,6.460000038,2889,8286,
8583815059,4/25/2016,4503,3.50999999,2547,4503,
8583815059,4/26/2016,10499,8.18999958,3093,10499,
8583815059,4/27/2016,12474,9.729999542,3142,12474,
8583815059,4/28/2016,6174,4.820000172,2757,6174,
8583815059,4/29/2016,15168,11.82999992,3513,15168,
8583815059,4/30/2016,10085,7.869999886,3164,10085,
8583815059,05-01-16,4512,3.519999981,2596,4512,
8583815059,05-02-16,8469,6.610000134,2894,8469,
8583815059,05-03-16,12015,9.369999886,3212,12015,
8583815059,05-04-16,3588,2.799999952,2516,3588,
8583815059,05-05-16,12427,9.68999958,3266,12427,
8583815059,05-06-16,5843,4.559999943,2683,5843,
8583815059,05-07-16,6117,4.769999981,2810,6117,
8583815059,05-08-16,9217,7.190000057,2940,9217,
8583815059,05-09-16,9877,7.699999809,2947,9877,
8583815059,05-10-16,8240,6.429999828,2846,8240,
8583815059,05-11-16,8701,6.789999962,2804,8701,
8583815059,05-12-16,0,0,0,0,
8792009665,04-12-16,2564,1.639999986,2044,2564,
8792009665,4/13/2016,1320,0.839999974,1934,1320,
8792009665,4/14/2016,1219,0.779999971,1963,1219,
8792009665,4/15/2016,2483,1.590000033,2009,2483,
8792009665,4/16/2016,244,0.159999996,1721,244,
8792009665,4/17/2016,0,0,1688,0,
8792009665,4/18/2016,0,0,1688,0,
8792009665,4/19/2016,0,0,1688,0,
8792009665,4/20/2016,3147,2.00999999,2188,3147,
8792009665,4/21/2016,144,0.090000004,1720,144,
8792009665,4/22/2016,4068,2.599999905,2419,4068,
8792009665,4/23/2016,5245,3.359999895,2748,5245,
8792009665,4/24/2016,400,0.25999999,1799,400,
8792009665,4/25/2016,0,0,1688,0,
8792009665,4/26/2016,1321,0.850000024,1928,1321,
8792009665,4/27/2016,1758,1.129999995,2067,1758,
8792009665,4/28/2016,6157,3.940000057,2780,6157,
8792009665,4/29/2016,8360,5.349999905,3101,8360,
8792009665,4/30/2016,7174,4.590000153,2896,7174,
8792009665,05-01-16,1619,1.039999962,1962,1619,
8792009665,05-02-16,1831,1.169999957,2015,1831,
8792009665,05-03-16,2421,1.549999952,2297,2421,
8792009665,05-04-16,2283,1.460000038,2067,2283,
8792009665,05-05-16,0,0,1688,0,
8792009665,05-06-16,0,0,1688,0,
8792009665,05-07-16,0,0,1688,0,
8792009665,05-08-16,0,0,1688,0,
8792009665,05-09-16,0,0,1688,0,
8792009665,05-10-16,0,0,57,0,
8877689391,04-12-16,23186,20.39999962,3921,23186,
8877689391,4/13/2016,15337,9.579999924,3566,15337,
8877689391,4/14/2016,21129,18.97999954,3793,21129,
8877689391,4/15/2016,13422,7.170000076,3934,13422,
8877689391,4/16/2016,29326,25.29000092,4547,29326,
8877689391,4/17/2016,15118,8.869999886,3545,15118,
8877689391,4/18/2016,11423,8.670000076,2761,11423,
8877689391,4/19/2016,18785,17.39999962,3676,18785,
8877689391,4/20/2016,19948,18.11000061,3679,19948,
8877689391,4/21/2016,19377,17.62000084,3659,19377,
8877689391,4/22/2016,18258,16.30999947,3427,18258,
8877689391,4/23/2016,11200,7.429999828,3891,11200,
8877689391,4/24/2016,16674,15.73999977,3455,16674,
8877689391,4/25/2016,12986,8.739999771,3802,12986,
8877689391,4/26/2016,11101,8.430000305,2860,11101,
8877689391,4/27/2016,23629,20.64999962,3808,23629,
8877689391,4/28/2016,14890,11.30000019,3060,14890,
8877689391,4/29/2016,9733,7.389999866,2698,9733,
8877689391,4/30/2016,27745,26.71999931,4398,27745,
8877689391,05-01-16,10930,8.319999695,2786,10930,
8877689391,05-02-16,4790,3.640000105,2189,4790,
8877689391,05-03-16,10818,8.210000038,2817,10818,
8877689391,05-04-16,18193,16.29999924,3477,18193,
8877689391,05-05-16,14055,10.67000008,3052,14055,
8877689391,05-06-16,21727,19.34000015,4015,21727,
8877689391,05-07-16,12332,8.130000114,4142,12332,
8877689391,05-08-16,10686,8.109999657,2847,10686,
8877689391,05-09-16,20226,18.25,3710,20226,
8877689391,05-10-16,10733,8.149999619,2832,10733,
8877689391,05-11-16,21420,19.55999947,3832,21420,
8877689391,05-12-16,8064,6.119999886,1849,8064,
